Question ID,Question,Answer,Category
Q0000309,What sizes are available for this shirt?,The dress is available in blue and several other colors.,Product Information
Q0000310,What are the shipping options?,"Yes, we offer expedited shipping for an additional fee.",Shipping
Q0000311,How do I return the item I bought?,You can return the item within 30 days of purchase using our online return process.,Return/Exchange
Q0000312,What are the shipping options?,"Yes, we offer expedited shipping for an additional fee.",Shipping
Q0000313,Can I update my payment method for order #60444?,"If you were charged twice, please contact our support team for assistance.",Payment Issue
Q0000314,Do you have this jacket in size M?,"Yes, we have this jacket available in size M.",Product Information
Q0000315,Why was I charged twice for my order?,Discount codes can be applied at checkout to receive a discount on your order.,Payment Issue
Q0000316,Can I change my shipping address for order #58417?,You can change your shipping address within 24 hours of placing your order.,Shipping
Q0000317,Has my order #73762 been shipped?,Your order #73762 is out for delivery and should arrive today.,Order Status
Q0000318,Can I exchange the shirt I purchased?,"Our return policy allows returns within 30 days, provided the item is in its original condition.",Return/Exchange
Q0000319,Is this dress available in blue?,The dress is available in blue and several other colors.,Product Information
Q0000320,Do you have in-store pickup?,The nearest store is located at 123 Main Street.,Store Info
Q0000321,Where is the nearest store?,"Our stores are open from 9 AM to 9 PM, Monday to Saturday.",Store Info
Q0000322,What are the shipping options?,"Yes, we offer expedited shipping for an additional fee.",Shipping
Q0000323,Do you have in-store pickup?,Curbside pickup is available for online orders at select locations.,Store Info
Q0000324,Can you tell me the status of my order #49117?,Your order #49117 has been shipped and is on its way.,Order Status
Q0000325,Where is my order #42314?,Your order #42314 is currently in transit and will be delivered soon.,Order Status
Q0000326,Where is the nearest store?,In-store pickup is available at all of our locations.,Store Info
Q0000327,Do you offer a student discount?,You can apply a discount code at checkout to receive a discount.,Discounts
Q0000328,"I see a payment error on my invoice, can you help?",You can update your payment method by visiting your account settings.,Payment Issue
Q0000329,Do you offer expedited shipping?,"Standard shipping takes 3-5 business days, while expedited shipping takes 1-2 days.",Shipping
Q0000330,Do you offer expedited shipping?,We offer standard and expedited shipping options.,Shipping
Q0000331,What are your store hours?,"Our stores are open from 9 AM to 9 PM, Monday to Saturday.",Store Info
Q0000332,Can I exchange the shirt I purchased?,You can return the item within 30 days of purchase using our online return process.,Return/Exchange
Q0000333,How do I return the item I bought?,Exchanges are available for items within 30 days of purchase.,Return/Exchange
Q0000334,How do I apply a discount code?,"If you were charged twice, please contact our support team for assistance.",Payment Issue
Q0000335,Where is the nearest store?,The nearest store is located at 123 Main Street.,Store Info
Q0000336,Are there any ongoing sales?,You can apply a discount code at checkout to receive a discount.,Discounts
Q0000337,Where is my order #70127?,Your order #70127 has been shipped and is on its way.,Order Status
Q0000338,Why was I charged twice for my order?,"If you were charged twice, please contact our support team for assistance.",Payment Issue
Q0000339,When will my order #71558 be delivered?,Your order #71558 is currently in transit and will be delivered soon.,Order Status
Q0000340,Are there any ongoing sales?,Multiple discount codes cannot be combined in a single order.,Discounts
Q0000341,What is your return policy?,"Our return policy allows returns within 30 days, provided the item is in its original condition.",Return/Exchange
Q0000342,Do you have in-store pickup?,In-store pickup is available at all of our locations.,Store Info
Q0000343,Can you tell me the status of my order #15903?,Your order #15903 is currently being processed and will be shipped soon.,Order Status
Q0000344,What are your store hours?,The nearest store is located at 123 Main Street.,Store Info
Q0000345,What is the process to return an item?,Exchanges are available for items within 30 days of purchase.,Return/Exchange
Q0000346,"I see a payment error on my invoice, can you help?",Payment errors can be resolved by updating your payment method on our website.,Payment Issue
Q0000347,Can I change my shipping address for order #23136?,You can change your shipping address within 24 hours of placing your order.,Shipping
Q0000348,Can you tell me more about this product?,The dress is available in blue and several other colors.,Product Information
Q0000349,What is the process to return an item?,"To return an item, visit our returns page and follow the instructions.",Return/Exchange
Q0000350,Can I combine multiple discount codes?,We offer a 10% discount to students with a valid ID.,Discounts
Q0000351,How do I return the item I bought?,You can return the item within 30 days of purchase using our online return process.,Return/Exchange
Q0000352,Are there any ongoing sales?,We are currently offering a 20% discount on all items.,Discounts
Q0000353,What is the process to return an item?,"Our return policy allows returns within 30 days, provided the item is in its original condition.",Return/Exchange
Q0000354,Do you offer a student discount?,You can apply a discount code at checkout to receive a discount.,Discounts
Q0000355,Can I change my shipping address for order #42791?,"Standard shipping takes 3-5 business days, while expedited shipping takes 1-2 days.",Shipping
Q0000356,Do you offer a student discount?,We offer a 10% discount to students with a valid ID.,Discounts
Q0000357,What are your store hours?,In-store pickup is available at all of our locations.,Store Info
Q0000358,What are the shipping options?,"Standard shipping takes 3-5 business days, while expedited shipping takes 1-2 days.",Shipping
Q0000359,How do I return the item I bought?,"Our return policy allows returns within 30 days, provided the item is in its original condition.",Return/Exchange
